product_id,sku,name,purchase_price,price,quantity,image1,image2,image3,image4,Długość,Jakość kamienia centralnego,Jakość kamienia dodatkowego A,Jakość kamienia dodatkowego B,Jakość kamienia dodatkowego C,Kamienie dodatkowe A,Kamienie dodatkowe B,Kamienie dodatkowe C,Kamień centralny,Kategoria,Kruszec Kolor,Kształt,Liczba kamieni dodatkowych A,Liczba kamieni dodatkowych B,Liczba kamieni dodatkowych C,Masa kamienia centralnego,Masa kamienia dodatkowego A,Masa kamienia dodatkowego B,Masa kamienia dodatkowego C,Model,Outlet,Próba złota,Szerokość szyny przy koronie,Translation_PromotionPrice,Translation_lang,Typ zapięcia,Waga,Wymiary,Wymiary kamienia centralnego,Wymiary kamienia dodatkowego A,Wymiary kamienia dodatkowego B,Wymiary kamienia dodatkowego C,Wysokość korony,Łączna Masa diamentów,Łączna masa kamieni dodatkowych
2101,W0001.Z3.DIW.01,"Pierścionek W0001 Diament 0,04ct żółte złoto",1217.70,2070.09,3,https://lovrin.pl/images/diamonds/2101_c90c9f8da6.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/36512/W0001.Z3.DIW.01_2.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/36513/W0001.Z3.DIW.01_3.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/36514/W0001.Z3.DIW.01_4.jpg,,SI2 H,,,,,,,Diament,Jednokamieniowe,Złoto Żółte,Okrągły,,,,0.04ct,,,,W0001,,585,4.0mm,,pl_PL,,1.4 - 2.0g,,2.2mm,,,,6.0mm,"0,04ct",
2102,W0001.Z3.DIW.02,"Pierścionek W0001 Diament 0,10ct żółte złoto",1795.80,3052.86,3,https://lovrin.pl/images/diamonds/2102_935f1f9178.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/36516/W0001.Z3.DIW.02_2.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/36517/W0001.Z3.DIW.02_3.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/36518/W0001.Z3.DIW.02_4.jpg,,SI2 H,,,,,,,Diament,Jednokamieniowe,Złoto Żółte,Okrągły,,,,0.10ct,,,,W0001,,585,4.0mm,,pl_PL,,1.8 - 2.6g,,3.0mm,,,,6.0mm,"0,10ct",
2103,W0004.Z3.DIW.01,Pierścionek W0004 z diamentami żółte złoto,2878.20,4749.03,3,https://lovrin.pl/images/diamonds/2103_bf6fe4d33c.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/36624/W0004.Z3.DIW.01_2.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/36625/W0004.Z3.DIW.01_3.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/36626/W0004.Z3.DIW.01_4.jpg,,,SI2 H,SI2 H,,Diament,Diament,,,Wielokamieniowe,Złoto Żółte,,1,18,,,0.04ct,0.02ct,,W0004,,585,,,pl_PL,,2.8 - 3.8g,,,2.2mm,1.8mm,,,"0,40ct",0.40ct
2104,W0007.Z3.DIW.01,"Pierścionek W0007 Diament 0,08ct żółte złoto",1697.40,2885.58,3,https://lovrin.pl/images/diamonds/2104_6779878b30.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/66596/W0007.Z3.DIW.01_2.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/66597/W0007.Z3.DIW.01_3.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/66598/W0007.Z3.DIW.01_4.jpg,,SI2 H,,,,,,,Diament,Jednokamieniowe,Złoto Żółte,Okrągły,,,,0.08ct,,,,W0007,,585,2.0mm,,pl_PL,,1.8 - 2.6g,,2.8mm,,,,4.2mm,"0,08ct",
2106,W0009.Z3.DIW.01,"Pierścionek W0009 Diament 0,30ct żółte złoto",3370.20,5560.83,3,https://lovrin.pl/images/diamonds/2106_4a355d73a3.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/36780/W0009.Z3.DIW.01_3.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/36781/W0009.Z3.DIW.01_4.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/36782/W0009.Z3.DIW.01_5.jpg,,SI2 H,SI2 H,,,Diament,,,Diament,Wielokamieniowe,Złoto Żółte,Okrągły,28,,,0.30ct,0.005ct,,,W0009,,585,2.7mm,,pl_PL,,2.1 - 2.9g,,4.4mm,1.0mm,,,4.2mm,"0,44ct",0.14ct
2110,W0016.Z3.DIW.01,"Pierścionek W0016 Diament 0,23ct żółte złoto",2742.90,4525.78,3,https://lovrin.pl/images/diamonds/2110_3db1fb7547.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/69068/W0016.Z3.DIW.01_2.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/69069/W0016.Z3.DIW.01_3.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/69070/W0016.Z3.DIW.01_4.jpg,,SI2 H,SI2 H,,,Diament,,,Diament,Wielokamieniowe,Złoto Żółte,Okrągły,12,,,0.23ct,0.0086ct,,,W0016,,585,2.6mm,,pl_PL,,1.8 - 2.4g,,3.9mm,1.2mm,,,4.3mm,"0,33ct",0.103ct
2113,W0021.Z3.DIW.01,"Pierścionek W0021 Diament 0,10ct żółte złoto",1537.50,2613.75,3,https://lovrin.pl/images/diamonds/2113_105db882f5.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/37208/W0021.Z3.DIW.01_2.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/37209/W0021.Z3.DIW.01_3.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/37210/W0021.Z3.DIW.01_4.jpg,,SI2 H,,,,,,,Diament,Jednokamieniowe,Złoto Żółte,Okrągły,,,,0.10ct,,,,W0021,,585,2.0mm,,pl_PL,,1.5 - 2.1g,,3.0mm,,,,4.3mm,"0,10ct",
2114,W0022.Z3.DIW.01,Pierścionek W0022 z diamentami żółte złoto,1586.70,2697.39,3,https://lovrin.pl/images/diamonds/2114_d035372ef1.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/37220/W0022.Z3.DIW.01_2.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/37221/W0022.Z3.DIW.01_3.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/37222/W0022.Z3.DIW.01_4.jpg,,SI2 H,SI2 H,,,Diament,,,Diament,Wielokamieniowe,Złoto Żółte,Okrągły,7,,,,0.005ct,,,W0022,,585,2.0mm,,pl_PL,,1.9 - 2.7g,,2.2mm,1.0mm,,,,"0,08ct",0.035ct
2115,W0023.Z3.DIW.01,"Pierścionek W0023 Diament 0,50ct żółte złoto",6162.30,9859.68,3,https://lovrin.pl/images/diamonds/2115_7f2fa84664.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/61837/W0023.Z3.DIW.01_2.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/61838/W0023.Z3.DIW.01_3.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/61835/W0023.Z3.DIW.01_4.jpg,,SI2 H,SI2 H,SI2 H,SI2 H,Diament,Diament,Diament,Diament,Premium,Złoto Żółte,Okrągły,2,2,30,0.50ct,0.08ct,0.0145ct,0.005ct,W0023,,585,,,pl_PL,,4.1 - 5.3g,,5.2mm,2.7mm,1.5mm,1.0mm,,"0,84ct",0.339ct
2116,W0023.Z3.DIW.02,"Pierścionek W0023 Diament 0,70ct żółte złoto",7687.50,12300.00,3,https://lovrin.pl/images/diamonds/2116_3fd7b1b54a.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/61841/W0023.Z3.DIW.02_2.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/61842/W0023.Z3.DIW.02_3.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/61839/W0023.Z3.DIW.02_4.jpg,,SI2 H,SI2 H,SI2 H,SI2 H,Diament,Diament,Diament,Diament,Premium,Złoto Żółte,Okrągły,2,2,30,0.70ct,0.08ct,0.0145ct,0.005ct,W0023,,585,,,pl_PL,,4.1 - 5.3g,,5.7mm,2.7mm,1.5mm,1.0mm,,"1,04ct",0.339ct
2118,W0027.Z3.DIW.01,"Pierścionek W0027 Diament 0,05ct żółte złoto",1525.20,2592.84,3,https://lovrin.pl/images/diamonds/2118_c36d711d98.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/37280/W0027.Z3.DIW.01_2.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/37281/W0027.Z3.DIW.01_3.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/37282/W0027.Z3.DIW.01_4.jpg,,SI2 H,,,,,,,Diament,Jednokamieniowe,Złoto Żółte,Okrągły,,,,0.05ct,,,,W0027,,585,1.8mm,,pl_PL,,1.7 - 2.5g,,2.4mm,,,,4.0mm,"0,05ct",
2123,W0034.Z3.DIW.01,"Pierścionek W0034 Diament 0,04ct żółte złoto",1599.00,2718.30,3,https://lovrin.pl/images/diamonds/2123_b6e4b7f6c9.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/37428/W0034.Z3.DIW.01_2.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/37429/W0034.Z3.DIW.01_3.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/37430/W0034.Z3.DIW.01_4.jpg,,SI2 H,SI2 H,,,Diament,,,Diament,Wielokamieniowe,Złoto Żółte,Okrągły,18,,,0.04ct,0.005ct,,,W0034,,585,2.5mm,,pl_PL,,1.6 - 2.2g,,2.2mm,1.0mm,,,5.1mm,"0,13ct",0.09ct
2124,W0036.Z3.DIW.01,"Pierścionek W0036 Diament 0,10ct żółte złoto",1340.70,2279.19,3,https://lovrin.pl/images/diamonds/2124_b5ec4e9325.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/37448/W0036.Z3.DIW.01_2.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/37449/W0036.Z3.DIW.01_3.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/37450/W0036.Z3.DIW.01_4.jpg,,SI2 H,,,,,,,Diament,Jednokamieniowe,Złoto Żółte,Okrągły,,,,0.10ct,,,,W0036,,585,,,pl_PL,,1.2 - 1.8g,,3.0mm,,,,4.0mm,"0,10ct",
2125,W0036.Z3.DIW.03,"Pierścionek W0036 Diament 0,23ct żółte złoto",2595.30,4282.24,3,https://lovrin.pl/images/diamonds/2125_b1e7a91471.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/37452/W0036.Z3.DIW.03_2.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/37453/W0036.Z3.DIW.03_3.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/37454/W0036.Z3.DIW.03_4.jpg,,SI2 H,,,,,,,Diament,Jednokamieniowe,Złoto Żółte,Okrągły,,,,0.23ct,,,,W0036,,585,,,pl_PL,,1.9 - 2.7g,,3.9mm,,,,5.1mm,"0,23ct",
2127,W0042.Z3.DIW.01,"Pierścionek W0042 Diament 0,13ct żółte złoto",1476.00,2509.20,3,https://lovrin.pl/images/diamonds/2127_a1f0b3761c.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/37628/W0042.Z3.DIW.01_2.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/37629/W0042.Z3.DIW.01_3.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/37630/W0042.Z3.DIW.01_4.jpg,,SI2 H,,,,,,,Diament,Jednokamieniowe,Złoto Żółte,Okrągły,,,,0.13ct,,,,W0042,,585,2.2mm,,pl_PL,,1.2 - 1.8g,,3.3mm,,,,4.1mm,"0,13ct",
2130,W0045.Z3.DIW.01,"Pierścionek W0045 Diament 0,10ct żółte złoto",1205.40,2049.18,3,https://lovrin.pl/images/diamonds/2130_8016a67f61.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/37728/W0045.Z3.DIW.01_2.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/37729/W0045.Z3.DIW.01_3.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/37730/W0045.Z3.DIW.01_4.jpg,,SI2 H,,,,,,,Diament,Jednokamieniowe,Złoto Żółte,Okrągły,,,,0.10ct,,,,W0045,,585,2.2mm,,pl_PL,,1.0 - 1.6g,,3.0mm,,,,3.1mm,"0,10ct",
2131,W0047.Z3.DIW.01,"Pierścionek W0047 Diament 0,10ct żółte złoto",1660.50,2822.85,3,https://lovrin.pl/images/diamonds/2131_89eb8b4b6e.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/37760/W0047.Z3.DIW.01_2.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/37761/W0047.Z3.DIW.01_3.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/37762/W0047.Z3.DIW.01_4.jpg,,SI2 H,,,,,,,Diament,Jednokamieniowe,Złoto Żółte,Okrągły,,,,0.10ct,,,,W0047,,585,2.4mm,,pl_PL,,1.7 - 2.3g,,3.0mm,,,,4.5mm,"0,10ct",
2132,W0047.Z3.DIW.03,"Pierścionek W0047 Diament 0,30ct żółte złoto",3062.70,5053.45,3,https://lovrin.pl/images/diamonds/2132_14665f660d.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/37764/W0047.Z3.DIW.03_2.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/37765/W0047.Z3.DIW.03_3.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/37766/W0047.Z3.DIW.03_4.jpg,,SI2 H,,,,,,,Diament,Jednokamieniowe,Złoto Żółte,Okrągły,,,,0.30ct,,,,W0047,,585,,,pl_PL,,2.2 - 3.0g,,4.4mm,,,,5.0mm,"0,30ct",
2134,W0051.Z3.DIW.01,"Pierścionek W0051 Diament 0,04ct żółte złoto",1217.70,2070.09,3,https://lovrin.pl/images/diamonds/2134_75e1355062.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/37824/W0051.Z3.DIW.01_2.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/37825/W0051.Z3.DIW.01_3.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/37826/W0051.Z3.DIW.01_4.jpg,,SI2 H,,,,,,,Diament,Jednokamieniowe,Złoto Żółte,Okrągły,,,,0.04ct,,,,W0051,,585,2.0mm,,pl_PL,,1.4 - 2.0g,,2.2mm,,,,,"0,04ct",
2135,W0052.Z3.DIW.01,"Pierścionek W0052 Diament 0,30ct żółte złoto",2976.60,4911.39,3,https://lovrin.pl/images/diamonds/2135_9ca84dc8f8.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/66910/W0052.Z3.DIW.01_5.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/66908/W0052.Z3.DIW.01_6.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/37846/W0052.Z3.DIW.01_7.jpg,,SI2 H,SI2 H,,,Diament,,,Diament,Wielokamieniowe,Złoto Żółte,Okrągły,12,,,0.30ct,0.005ct,,,W0052,,585,2.2mm,,pl_PL,,1.8 - 2.6g,,4.4mm,1.0mm,,,4.0mm,"0,36ct",0.06ct
2136,W0052.Z3.DIW.02,"Pierścionek W0052 Diament 0,50ct żółte złoto",4366.50,7204.72,3,https://lovrin.pl/images/diamonds/2136_5494b397c9.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/66914/W0052.Z3.DIW.02_8.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/66915/W0052.Z3.DIW.02_9.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/37850/W0052.Z3.DIW.02_10.jpg,,SI2 H,SI2 H,,,Diament,,,Diament,Premium,Złoto Żółte,Okrągły,14,,,0.50ct,0.0086ct,,,W0052,,585,2.3mm,,pl_PL,,2.3 - 3.1g,,5.2mm,1.2mm,,,5.0mm,"0,62ct",0.12ct
2137,W0053.Z3.DIW.01,"Pierścionek W0053 Diament 0,10ct żółte złoto",1143.90,2001.83,3,https://lovrin.pl/images/diamonds/2137_a6d1d35cfa.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/37860/W0053.Z3.DIW.01_2.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/37861/W0053.Z3.DIW.01_3.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/37862/W0053.Z3.DIW.01_4.jpg,,SI2 H,,,,,,,Diament,Jednokamieniowe,Złoto Żółte,Okrągły,,,,0.10ct,,,,W0053,,585,,,pl_PL,,0.9 - 1.5g,,3.0mm,,,,5.0mm,"0,10ct",
2139,W0055.Z3.DIW.01,"Pierścionek W0055 Diament 0,04ct żółte złoto",1451.40,2467.38,3,https://lovrin.pl/images/diamonds/2139_e6cd2b6ab9.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/37884/W0055.Z3.DIW.01_2.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/37885/W0055.Z3.DIW.01_3.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/37886/W0055.Z3.DIW.01_4.jpg,,SI2 H,SI2 H,,,Diament,,,Diament,Wielokamieniowe,Złoto Żółte,Okrągły,16,,,0.04ct,0.005ct,,,W0055,,585,1.6mm,,pl_PL,,1.4 - 2.0g,,2.2mm,1.0mm,,,5.0mm,"0,12ct",0.08ct
2144,W0061.Z3.DIW.01,"Pierścionek W0061 Diament 0,10ct żółte złoto",1808.10,3073.77,3,https://lovrin.pl/images/diamonds/2144_e139ea467f.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/37944/W0061.Z3.DIW.01_2.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/37945/W0061.Z3.DIW.01_3.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/37946/W0061.Z3.DIW.01_4.jpg,,SI2 H,SI2 H,,,Diament,,,Diament,Wielokamieniowe,Złoto Żółte,Okrągły,6,,,0.10ct,0.0086ct,,,W0061,,585,2.5mm,,pl_PL,,1.7 - 2.5g,,3.0mm,1.2mm,,,5.7mm,"0,15ct",0.052ct
2145,W0062.Z3.DIW.01,"Pierścionek W0062 Diament 0,15ct żółte złoto",1685.10,2864.67,3,https://lovrin.pl/images/diamonds/2145_a9702c0633.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/61793/W0062.Z3.DIW.01_2.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/61794/W0062.Z3.DIW.01_3.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/61791/W0062.Z3.DIW.01_4.jpg,,SI2 H,,,,,,,Diament,Jednokamieniowe,Złoto Żółte,Okrągły,,,,0.15ct,,,,W0062,,585,2.2mm,,pl_PL,,1.3 - 1.9g,,3.4mm,,,,5.8mm,"0,15ct",
2146,W0064.Z3.DIW.01,Pierścionek W0064 z diamentami żółte złoto,1562.10,2655.57,3,https://lovrin.pl/images/diamonds/2146_b964e33793.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/37968/W0064.Z3.DIW.01_2.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/37969/W0064.Z3.DIW.01_3.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/37970/W0064.Z3.DIW.01_4.jpg,,,SI2 H,,,Diament,,,,Wielokamieniowe,Złoto Żółte,,3,,,,0.0086ct,,,W0064,,585,5mm,,pl_PL,,1.9 - 2.7g,,,1.2mm,,,,"0,03ct",0.026ct
2148,W0070.Z3.DIW.01,"Pierścionek W0070 Diament 0,10ct żółte złoto",1722.00,2927.40,3,https://lovrin.pl/images/diamonds/2148_3b3463fc08.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/38221/W0070.Z3.DIW.01_2.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/38222/W0070.Z3.DIW.01_3.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/38223/W0070.Z3.DIW.01_4.jpg,,SI2 H,,,,,,,Diament,Jednokamieniowe,Złoto Żółte,Okrągły,,,,0.10ct,,,,W0070,,585,2.7mm,,pl_PL,,1.7 - 2.5g,,3.0mm,,,,4.1mm,"0,10ct",
2149,W0071.Z3.DIW.01,"Pierścionek W0071 Diament 0,10ct żółte złoto",1722.00,2927.40,3,https://lovrin.pl/images/diamonds/2149_4d73ccb0d3.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/38233/W0071.Z3.DIW.01_2.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/38234/W0071.Z3.DIW.01_3.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/38235/W0071.Z3.DIW.01_4.jpg,,SI2 H,,,,,,,Diament,Jednokamieniowe,Złoto Żółte,Okrągły,,,,0.10ct,,,,W0071,,585,5.5mm,,pl_PL,,1.7 - 2.5g,,3.0mm,,,,,"0,10ct",
2150,W0072.Z3.DIW.01,"Pierścionek W0072 Diament 0,10ct żółte złoto",2066.40,3409.56,3,https://lovrin.pl/images/diamonds/2150_6942472893.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/72481/W0072.Z3.DIW.01_2.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/72478/W0072.Z3.DIW.01_3.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/72479/W0072.Z3.DIW.01_4.jpg,,SI2 H,SI2 H,,,Diament,,,Diament,Wielokamieniowe,Złoto Żółte,Okrągły,8,,,0.10ct,0.0145ct,,,W0072,,585,2.5mm,,pl_PL,,1.9 - 2.7g,,3.0mm,1.5mm,,,7.3mm,"0,22ct",0.116ct
2153,W0083.Z3.DIW.01,"Pierścionek W0083 Diament 0,05ct żółte złoto",1980.30,3366.51,3,https://lovrin.pl/images/diamonds/2153_92b52accb6.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/38787/W0083.Z3.DIW.01_2.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/38788/W0083.Z3.DIW.01_3.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/38789/W0083.Z3.DIW.01_4.jpg,,SI2 H,SI2 H,,,Diament,,,Diament,Wielokamieniowe,Złoto Żółte,Okrągły,10,,,0.05ct,0.005ct,,,W0083,,585,6.5mm,,pl_PL,,2.3 - 3.1g,,2.4mm,1.0mm,,,,"0,10ct",0.05ct
2155,W0088.Z3.DIW.01,"Pierścionek W0088 Diament 0,04ct żółte złoto",1353.00,2300.10,3,https://lovrin.pl/images/diamonds/2155_79c9accf68.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/39043/W0088.Z3.DIW.01_2.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/39044/W0088.Z3.DIW.01_3.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/39045/W0088.Z3.DIW.01_4.jpg,,SI2 H,,,,,,,Diament,Jednokamieniowe,Złoto Żółte,Okrągły,,,,0.04ct,,,,W0088,,585,2.5mm,,pl_PL,,1.6 - 2.2g,,2.2mm,,,,5.0mm,"0,04ct",
2156,W0088.Z3.DIW.03,"Pierścionek W0088 Diament 0,08ct żółte złoto",1635.90,2781.03,3,https://lovrin.pl/images/diamonds/2156_01e0990314.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/39047/W0088.Z3.DIW.03_2.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/39048/W0088.Z3.DIW.03_3.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/39049/W0088.Z3.DIW.03_4.jpg,,SI2 H,,,,,,,Diament,Jednokamieniowe,Złoto Żółte,Okrągły,,,,0.08ct,,,,W0088,,585,,,pl_PL,,1.7 - 2.5g,,2.8mm,,,,,"0,08ct",
2157,W0088.Z3.DIW.04,"Pierścionek W0088 Diament 0,10ct żółte złoto",1722.00,2927.40,3,https://lovrin.pl/images/diamonds/2157_8f845a1033.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/39051/W0088.Z3.DIW.04_2.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/39052/W0088.Z3.DIW.04_3.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/39053/W0088.Z3.DIW.04_4.jpg,,SI2 H,,,,,,,Diament,Jednokamieniowe,Złoto Żółte,Okrągły,,,,0.10ct,,,,W0088,,585,3.0mm,,pl_PL,,1.7 - 2.5g,,3.0mm,,,,5.5mm,"0,10ct",
2158,W0088.Z3.DIW.05,"Pierścionek W0088 Diament 0,12ct żółte złoto",1820.40,3094.68,3,https://lovrin.pl/images/diamonds/2158_0b92955dc9.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/39055/W0088.Z3.DIW.05_2.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/39056/W0088.Z3.DIW.05_3.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/39057/W0088.Z3.DIW.05_4.jpg,,SI2 H,,,,,,,Diament,Jednokamieniowe,Złoto Żółte,Okrągły,,,,0.12ct,,,,W0088,,585,,,pl_PL,,1.7 - 2.5g,,3.2mm,,,,,"0,12ct",
2160,W0090.Z3.DIW.01,Pierścionek W0090 z diamentami żółte złoto,1328.40,2258.28,3,https://lovrin.pl/images/diamonds/2160_ec71466f53.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/39071/W0090.Z3.DIW.01_2.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/39072/W0090.Z3.DIW.01_3.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/39073/W0090.Z3.DIW.01_4.jpg,,,SI2 H,,,Diament,,,,Wielokamieniowe,Złoto Żółte,,7,,,,0.0086ct,,,W0090,,585,1.6mm,,pl_PL,,1.5 - 2.1g,,,1.2mm,,,,"0,06ct",0.06ct
2161,W0091.Z3.DIW.01,"Pierścionek W0091 Diament 0,04ct żółte złoto",1242.30,2111.91,3,https://lovrin.pl/images/diamonds/2161_406b5923c5.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/39099/W0091.Z3.DIW.01_2.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/39100/W0091.Z3.DIW.01_3.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/39101/W0091.Z3.DIW.01_4.jpg,,SI2 H,SI2 H,SI2 H,,Diament,Diament,,Diament,Wielokamieniowe,Złoto Żółte,Okrągły,4,4,,0.04ct,0.0086ct,0.005ct,,W0091,,585,1.6mm,,pl_PL,,1.2 - 1.8g,,2.2mm,1.2mm,1.0mm,,4.9mm,"0,09ct",0.054ct
2163,W0096.Z3.DIW.01,Pierścionek W0096 z diamentami żółte złoto,1291.50,2195.55,3,https://lovrin.pl/images/diamonds/2163_5431b0b707.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/39187/W0096.Z3.DIW.01_2.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/39188/W0096.Z3.DIW.01_3.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/39189/W0096.Z3.DIW.01_4.jpg,,,SI2 H,,,Diament,,,,Wielokamieniowe,Złoto Żółte,,14,,,,0.005ct,,,W0096,,585,4.0mm,,pl_PL,,1.4 - 2.0g,,,1.0mm,,,,"0,07ct",0.07ct
2164,W0100.Z3.DIW.01,Pierścionek W0100 z diamentami żółte złoto,971.70,1700.47,3,https://lovrin.pl/images/diamonds/2164_cce03d584a.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/39223/W0100.Z3.DIW.01_2.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/39224/W0100.Z3.DIW.01_3.jpg,https://sklep.bestdiamonds.pl/userdata/public/gfx/39225/W0100.Z3.DIW.01_4.jpg,,,SI2 H,,,Diament,,,,Wielokamieniowe,Złoto Żółte,,7,,,,0.005ct,,,W0100,,585,1.6mm,,pl_PL,,1.0 - 1.6g,,,1.0mm,,,3.8mm,"0,04ct",0.035ct
