product_id,price
W0399.Z3.DIW.01,3011.04
W0401.Z3.DIW.01,2001.83
W0402.Z3.DIW.01,2885.58
W0404.Z3.DIW.01,8757.60
W0406.Z3.DIW.01,3571.92
W0407.Z3.DIW.01,2153.73
W0408.Z3.DIW.02,4606.96
W0410.Z3.DIW.01,2760.12
W0411.Z3.DIW.01,2571.93
W0412.Z3.DIW.01,3178.32
W0413.Z3.DIW.01,3178.32
W0414.Z3.DIW.01,2781.03
W0415.Z3.DIW.01,2383.74
W0416.Z3.DIW.01,4079.30
W0417.Z3.DIW.01,2132.82
W0418.Z3.DIW.01,2822.85
W0419.Z3.DIW.01,2174.64
W0421.Z3.DIW.01,2195.55
W0423.Z3.DIW.01,8757.60
W0425.Z3.DIW.01,2023.35
W0426.Z3.DIW.01,2066.40
W0427.Z3.DIW.01,2001.83
W0428.Z3.DIW.01,2467.38
W0429.Z3.DIW.01,3835.75
W0432.Z3.DIW.01,2425.56
W0433.Z3.DIW.01,2760.12
W0434.Z3.DIW.01,4546.08
W0435.Z3.DIW.01,2571.93
W0437.Z3.DIW.01,2822.85
W0439.Z3.DIW.01,5621.71
W0442.Z3.DIW.01,3199.23
W0446.Z3.DIW.01,2822.85
W0447.Z3.DIW.01,3916.93
W0448.Z3.DIW.01,2822.85
W0449.Z3.DIW.01,3073.77
W0450.Z3.DIW.02,3303.78
W0450.Z3.DIW.01,2781.03
W0453.Z3.DIW.01,3531.33
W0459.Z3.DIW.03,4525.78
W0459.Z3.DIW.01,2676.48
W0461.Z3.DIW.01,1261.98
W0461.Z3.DIW.02,1420.65
W0461.Z3.DIW.03,1915.73
W0462.Z3.DIW.01,3199.23
W0463.Z3.DIW.01,1958.77
W0464.Z3.DIW.02,1743.52
W0465.Z3.DIW.01,1743.52
W0466.Z3.DIW.01,2321.01
W0467.Z3.DIW.01,1958.77
W0468.Z3.DIW.01,2174.64
W0469.Z3.DIW.01,1915.73
W0470.Z3.DIW.01,1808.10
W0471.Z3.DIW.01,1722.00
W0474.Z3.DIW.01,2801.94
W0475.Z3.DIW.01,2990.13
W0477.Z3.DIW.01,5439.06
W0479.Z3.DIW.01,1062.72
W0482.Z3.DIW.01,6798.82
W0482.Z3.DIW.02,8796.96
W0482.Z3.DIW.03,13894.08
W0482.Z3.DIW.04,23469.01
W0484.Z3.DIW.01,2509.20
W0484.Z3.DIW.02,3052.86
W0484.Z3.DIW.03,3409.56
W0499.Z3.DIW.02,3136.50
W0499.Z3.DIW.03,3693.69
W0500.Z3.DIW.01,1700.47
W0504.Z3.DIW.01,1151.28
W0505.Z3.DIW.01,1084.86
W0506.Z3.DIW.01,2258.28
W0507.Z3.DIW.01,3450.15
W0508.Z3.DIW.01,8344.32
W0508.Z3.DIW.02,10332.00
W0508.Z3.DIW.03,15566.88
W0508.Z3.DIW.04,24536.66
W0509.Z3.DIW.01,1018.44
W0510.Z3.DIW.01,3795.16
W0512.Z3.DIW.01,1129.14
W0519.Z3.DIW.01,15389.76
W0521.Z3.DIW.01,2634.66
W0522.Z3.DIW.01,3178.32
W0523.Z3.DIW.01,1173.42
W0524.Z3.DIW.01,1829.63
W0524.Z3.DIW.02,2001.83
W0524.Z3.DIW.04,3345.60
W0524.Z3.DIW.05,4525.78
W0526.Z3.DIW.01,6636.46
W0526.Z3.DIW.02,8639.52
W0526.Z3.DIW.03,13992.48
W0526.Z3.DIW.04,22954.26
W0528.Z3.DIW.01,2739.21
W0530.Z3.DIW.01,5479.65
W0531.Z3.DIW.01,2237.37
W0532.Z3.DIW.01,3470.45
W0534.Z3.DIW.02,7915.05
W0534.Z3.DIW.03,9800.64
W0534.Z3.DIW.04,15035.52
W0534.Z3.DIW.05,23774.06
W0535.Z3.DIW.02,6332.04
W0535.Z3.DIW.03,8344.32
W0535.Z3.DIW.04,12969.12
W0535.Z3.DIW.05,22058.21
W0537.Z3.DIW.01,1328.40
W0539.Z3.DIW.01,6758.23
W0539.Z3.DIW.02,8915.04
W0539.Z3.DIW.03,13677.60
W0539.Z3.DIW.04,22649.22
W0540.Z3.DIW.02,6494.40
W0540.Z3.DIW.03,8482.08
W0540.Z3.DIW.04,13480.80
W0540.Z3.DIW.05,22401.38
W0541.Z3.DIW.01,6798.82
W0541.Z3.DIW.02,8875.68
W0541.Z3.DIW.03,13480.80
W0541.Z3.DIW.04,22458.57
W0542.Z3.DIW.02,9033.12
W0542.Z3.DIW.03,13559.52
W0542.Z3.DIW.04,22668.28
W0543.Z3.DIW.01,6332.04
W0543.Z3.DIW.02,8423.04
W0543.Z3.DIW.04,22191.66
W0544.Z3.DIW.01,7448.27
W0544.Z3.DIW.02,9485.76
W0544.Z3.DIW.03,14149.92
W0544.Z3.DIW.04,23011.46
W0545.Z3.DIW.01,8077.41
W0545.Z3.DIW.03,14602.56
W0545.Z3.DIW.04,23430.88
W0546.Z3.DIW.01,7935.35
W0546.Z3.DIW.02,9899.04
W0546.Z3.DIW.03,14563.20
W0547.Z3.DIW.01,6677.05
W0547.Z3.DIW.02,8757.60
W0547.Z3.DIW.03,13362.72
W0547.Z3.DIW.04,22611.09
W0548.Z3.DIW.01,9052.80
W0548.Z3.DIW.02,11040.48
W0548.Z3.DIW.04,25585.23
W0549.Z3.DIW.01,10981.44
W0549.Z3.DIW.02,13106.88
W0549.Z3.DIW.03,17101.31
W0549.Z3.DIW.04,26862.59
W0550.Z3.DIW.01,7367.08
W0550.Z3.DIW.03,14149.92
W0550.Z3.DIW.04,23087.72
W0551.Z3.DIW.01,7367.08
W0551.Z3.DIW.02,9269.28
W0551.Z3.DIW.03,15665.28
W0551.Z3.DIW.04,24365.07
W0552.Z3.DIW.02,10568.16
W0552.Z3.DIW.03,15645.60
W0552.Z3.DIW.04,24975.15
W0553.Z3.DIW.01,6250.86
W0553.Z3.DIW.02,8423.04
W0553.Z3.DIW.03,13028.16
W0554.Z3.DIW.01,1958.77
W0562.Z3.DIW.01,4343.13
W0563.Z3.DIW.01,6839.41
W0563.Z3.DIW.02,8796.96
W0563.Z3.DIW.03,13894.08
W0563.Z3.DIW.04,23469.01
W0567.Z3.DIW.01,1808.10
W0568.Z3.DIW.01,3632.80
W0570.Z3.DIW.01,3199.23
W0571.Z3.DIW.01,3073.77
W0580.Z3.DIW.01,1958.77
W0542.Z3.DIW.01,6717.64
W0543.Z3.DIW.03,13343.04
W0545.Z3.DIW.02,10036.80
W0546.Z3.DIW.04,23469.01
W0548.Z3.DIW.03,15576.11
W0550.Z3.DIW.02,9426.72
W0552.Z3.DIW.01,8147.52
W0553.Z3.DIW.04,22058.21
W0561.Z3.DIW.01,1765.05
W0565.Z3.DIW.01,3324.69
W0001.B3.DIW.01,1958.77
W0001.B3.DIW.02,2592.84
W0004.B3.DIW.01,4444.60
W0007.B3.DIW.01,2634.66
W0009.B3.DIW.01,5418.76
W0016.B3.DIW.01,4464.90
W0021.B3.DIW.01,2049.18
W0022.B3.DIW.01,2362.83
W0023.B3.DIW.01,11197.92
W0023.B3.DIW.02,15557.04
W0027.B3.DIW.01,2279.19
W0034.B3.DIW.01,2676.48
W0036.B3.DIW.01,2049.18
W0036.B3.DIW.03,4383.72
W0042.B3.DIW.01,2530.11
W0045.B3.DIW.01,1980.30
W0047.B3.DIW.01,2509.20
W0047.B3.DIW.03,4769.32
W0051.B3.DIW.01,1980.30
W0052.B3.DIW.01,4647.55
W0052.B3.DIW.02,9466.08
W0053.B3.DIW.01,1894.20
W0055.B3.DIW.01,2044.88
W0061.B3.DIW.01,2864.67
W0062.B3.DIW.01,2676.48
W0064.B3.DIW.01,2023.35
W0070.B3.DIW.01,2781.03
W0071.B3.DIW.01,2781.03
W0072.B3.DIW.01,3199.23
W0083.B3.DIW.01,2801.94
W0088.B3.DIW.01,1872.67
W0088.B3.DIW.03,2258.28
W0088.B3.DIW.04,2509.20
W0088.B3.DIW.05,2613.75
W0090.B3.DIW.01,1980.30
W0091.B3.DIW.01,1980.30
W0096.B3.DIW.01,1937.25
W0100.B3.DIW.01,1549.80
W0111.B3.DIW.01,1765.05
W0111.B3.DIW.04,2404.65
W0111.B3.DIW.06,3136.50
W0111.B3.DIW.07,1722.00
W0114.B3.DIW.01,1614.38
W0116.B3.DIW.01,1786.58
W0118.B3.DIW.01,1915.73
W0133.B3.DIW.01,2781.03
W0134.B3.DIW.01,2509.20
W0137.B3.DIW.01,1872.67
W0155.B3.DIW.01,2885.58
W0155.B3.DIW.02,3673.39
W0155.B3.DIW.05,4444.60
W0155.B3.DIW.06,8718.24
W0156.B3.DIW.02,1958.77
W0156.B3.DIW.03,3199.23
W0157.B3.DIW.01,2781.03
W0158.B3.DIW.01,1743.52
W0159.B3.DIW.01,2258.28
W0160.B3.DIW.01,2216.46
W0163.B3.DIW.01,2132.82
W0163.B3.DIW.03,4606.96
W0171.B3.DIW.01,2153.73
W0173.B3.DIW.01,2676.48
W0175.B3.DIW.01,1614.38
W0177.B3.DIW.01,2906.49
W0178.B3.DIW.01,1958.77
W0178.B3.DIW.02,2132.82
W0179.B3.DIW.01,1463.70
W0180.B3.DIW.01,2404.65
W0181.B3.DIW.01,1872.67
W0184.B3.DIW.01,2948.31
W0187.B3.DIW.01,1678.95
W0188.B3.DIW.01,1765.05
W0189.B3.DIW.01,1743.52
W0190.B3.DIW.01,1678.95
W0190.B3.DIW.03,2044.88
W0190.B3.DIW.04,2237.37
W0191.B3.DIW.01,1678.95
W0191.B3.DIW.03,2237.37
W0192.B3.DIW.01,2044.88
W0196.B3.DIW.01,1528.27
W0197.B3.DIW.01,4180.77
W0198.B3.DIW.01,4951.98
W0199.B3.DIW.01,4485.19
W0200.B3.DIW.01,3876.35
W0201.B3.DIW.01,3366.51
W0202.B3.DIW.01,3856.05
W0207.B3.DIW.01,2446.47
W0207.B3.DIW.02,2676.48
W0208.B3.DIW.01,2341.92
W0208.B3.DIW.02,2592.84
W0209.B3.DIW.01,1722.00
W0209.B3.DIW.02,1980.30
W0210.B3.DIW.01,2087.92
W0210.B3.DIW.02,2279.19
W0211.B3.DIW.01,1722.00
W0211.B3.DIW.02,1980.30
W0214.B3.DIW.01,2906.49
W0215.B3.DIW.01,3592.21
W0220.B3.DIW.02,1980.30
W0220.B3.DIW.03,2781.03
W0220.B3.DIW.04,3241.05
W0220.B3.DIW.06,4606.96
W0220.B3.DIW.07,4769.32
W0220.B3.DIW.09,7204.72
W0220.B3.DIW.11,14307.36
W0220.B3.DIW.12,23430.88
W0221.B3.DIW.01,1829.63
W0221.B3.DIW.02,2001.83
W0221.B3.DIW.04,3754.57
W0221.B3.DIW.06,4343.13
W0221.B3.DIW.07,4525.78
W0222.B3.DIW.01,1872.67
W0222.B3.DIW.02,2258.28
W0222.B3.DIW.03,2509.20
W0222.B3.DIW.07,3673.39
W0222.B3.DIW.08,4282.24
W0222.B3.DIW.09,4261.95
W0222.B3.DIW.10,4444.60
W0222.B3.DIW.14,2216.46
W0222.B3.DIW.12,1700.47
W0223.B3.DIW.01,1722.00
W0223.B3.DIW.02,1980.30
W0223.B3.DIW.03,4444.60
W0223.B3.DIW.04,4606.96
W0224.B3.DIW.01,1722.00
W0224.B3.DIW.02,1980.30
W0224.B3.DIW.03,4261.95
W0224.B3.DIW.04,4282.24
W0225.B3.DIW.01,1958.77
W0225.B3.DIW.02,2132.82
W0225.B3.DIW.04,4343.13
W0225.B3.DIW.05,4363.43
W0228.B3.DIW.02,2676.48
W0228.B3.DIW.04,4444.60
W0228.B3.DIW.05,4606.96
W0228.B3.DIW.06,6413.22
W0229.B3.DIW.02,2321.01
W0229.B3.DIW.06,4343.13
W0229.B3.DIW.07,4525.78
W0230.B3.DIW.01,1915.73
W0230.B3.DIW.02,2049.18
W0231.B3.DIW.01,1915.73
W0231.B3.DIW.02,2049.18
W0231.B3.DIW.04,4261.95
W0231.B3.DIW.05,4444.60
W0234.B3.DIW.03,4343.13
W0234.B3.DIW.04,4525.78
W0234.B3.DIW.06,23812.18
W0235.B3.DIW.01,2087.92
W0237.B3.DIW.01,1765.05
W0238.B3.DIW.01,2760.12
W0239.B3.DIW.01,3241.05
W0240.B3.DIW.01,3345.60
W0241.B3.DIW.03,3345.60
W0242.B3.DIW.02,3241.05
W0243.B3.DIW.01,3073.77
W0246.B3.DIW.01,2530.11
W0248.B3.DIW.01,2509.20
W0249.B3.DIW.01,2404.65
W0256.B3.DIW.01,3199.23
W0258.B3.DIW.01,3324.69
W0262.B3.DIW.02,3308.08
W0267.B3.DIW.02,5337.59
W0269.B3.DIW.01,2341.92
W0271.B3.DIW.01,4546.08
W0272.B3.DIW.01,3348.67
W0273.B3.DIW.01,2551.02
W0276.B3.DIW.01,2111.91
W0278.B3.DIW.01,3052.86
W0285.B3.DIW.01,1635.90
W0286.B3.DIW.01,2001.83
W0288.B3.DIW.01,2341.92
W0288.B3.DIW.02,4140.18
W0291.B3.DIW.01,4282.24
W0292.B3.DIW.02,3490.74
W0293.B3.DIW.01,3998.11
W0294.B3.DIW.01,3052.86
W0294.B3.DIW.02,3368.97
W0294.B3.DIW.03,3916.93
W0295.B3.DIW.01,2885.58
W0299.B3.DIW.01,2697.39
W0302.B3.DIW.01,3511.03
W0305.B3.DIW.01,2153.73
W0306.B3.DIW.01,1722.00
W0311.B3.DIW.01,2153.73
W0314.B3.DIW.01,2383.74
W0317.B3.DIW.01,3571.92
W0318.B3.DIW.02,2509.20
W0320.B3.DIW.02,2300.10
W0320.B3.DIW.03,2425.56
W0320.B3.DIW.07,4485.19
W0322.B3.DIW.01,1937.25
W0329.B3.DIW.01,2676.48
W0331.B3.DIW.01,2237.37
W0332.B3.DIW.01,1894.20
W0335.B3.DIW.01,2509.20
W0340.B3.DIW.02,2530.11
W0340.B3.DIW.06,4282.24
W0341.B3.DIW.01,4505.49
W0343.B3.DIW.01,3136.50
W0344.B3.DIW.01,6230.56
W0345.B3.DIW.01,5743.48
W0346.B3.DIW.01,2237.37
W0346.B3.DIW.02,4302.54
W0347.B3.DIW.01,4444.60
W0349.B3.DIW.01,3052.86
W0352.B3.DIW.01,5073.75
W0353.B3.DIW.01,3052.86
W0355.B3.DIW.01,5154.93
W0356.B3.DIW.01,6129.09
W0360.B3.DIW.01,2718.30
W0361.B3.DIW.01,2634.66
W0362.B3.DIW.01,3571.92
W0364.B3.DIW.01,4931.68
W0365.B3.DIW.01,2781.03
W0367.B3.DIW.01,2592.84
W0369.B3.DIW.01,3052.86
W0377.B3.DIW.01,4343.13
W0381.B3.DIW.01,3303.78
W0382.B3.DIW.01,3115.59
W0387.B3.DIW.01,3693.69
W0399.B3.DIW.01,3011.04
W0401.B3.DIW.01,2001.83
W0402.B3.DIW.01,2885.58
W0404.B3.DIW.01,8757.60
W0406.B3.DIW.01,3571.92
W0407.B3.DIW.01,2153.73
W0408.B3.DIW.02,4606.96
W0410.B3.DIW.01,2760.12
W0411.B3.DIW.01,2571.93
W0412.B3.DIW.01,3178.32
W0413.B3.DIW.01,3178.32
W0414.B3.DIW.01,2781.03
W0415.B3.DIW.01,2383.74
W0416.B3.DIW.01,4079.30
W0417.B3.DIW.01,2132.82
W0418.B3.DIW.01,2822.85
W0419.B3.DIW.01,2174.64
W0421.B3.DIW.01,2195.55
W0423.B3.DIW.01,8757.60
W0425.B3.DIW.01,2023.35
W0426.B3.DIW.01,2066.40
W0427.B3.DIW.01,2001.83
W0428.B3.DIW.01,2467.38
W0429.B3.DIW.01,3835.75
W0432.B3.DIW.01,2425.56
W0433.B3.DIW.01,2760.12
W0434.B3.DIW.01,4546.08
W0435.B3.DIW.01,2571.93
W0437.B3.DIW.01,2822.85
W0439.B3.DIW.01,5621.71
W0442.B3.DIW.01,3199.23
W0446.B3.DIW.01,2822.85
W0447.B3.DIW.01,3916.93
W0448.B3.DIW.01,2822.85
W0449.B3.DIW.01,3073.77
W0450.B3.DIW.01,2781.03
W0450.B3.DIW.02,3303.78
W0453.B3.DIW.01,3531.33
W0459.B3.DIW.01,2676.48
W0459.B3.DIW.03,4525.78
W0461.B3.DIW.01,1261.98
W0461.B3.DIW.02,1420.65
W0461.B3.DIW.03,1915.73
W0462.B3.DIW.01,3199.23
W0463.B3.DIW.01,1958.77
W0464.B3.DIW.02,1743.52
W0465.B3.DIW.01,1743.52
W0466.B3.DIW.01,2321.01
W0467.B3.DIW.01,1958.77
W0468.B3.DIW.01,2174.64
W0469.B3.DIW.01,1915.73
W0470.B3.DIW.01,1808.10
W0471.B3.DIW.01,1722.00
W0474.B3.DIW.01,2801.94
W0475.B3.DIW.01,2990.13
W0477.B3.DIW.01,5439.06
W0479.B3.DIW.01,1062.72
W0482.B3.DIW.01,6798.82
W0482.B3.DIW.02,8796.96
W0482.B3.DIW.03,13894.08
W0482.B3.DIW.04,23469.01
W0484.B3.DIW.01,2509.20
W0484.B3.DIW.02,3052.86
W0484.B3.DIW.03,3409.56
W0499.B3.DIW.02,3136.50
W0499.B3.DIW.03,3693.69
W0500.B3.DIW.01,1700.47
W0504.B3.DIW.01,1151.28
W0505.B3.DIW.01,1084.86
W0506.B3.DIW.01,2258.28
W0507.B3.DIW.01,3450.15
W0508.B3.DIW.01,8344.32
W0508.B3.DIW.02,10332.00
W0508.B3.DIW.03,15566.88
W0508.B3.DIW.04,24536.66
W0509.B3.DIW.01,1018.44
W0510.B3.DIW.01,3795.16
W0512.B3.DIW.01,1129.14
W0519.B3.DIW.01,15389.76
W0521.B3.DIW.01,2634.66
W0522.B3.DIW.01,3178.32
W0524.B3.DIW.01,1829.63
W0524.B3.DIW.02,2001.83
W0524.B3.DIW.04,3345.60
W0524.B3.DIW.05,4525.78
W0526.B3.DIW.01,6636.46
W0526.B3.DIW.02,8639.52
W0526.B3.DIW.03,13992.48
W0526.B3.DIW.04,22954.26
W0528.B3.DIW.01,2739.21
W0530.B3.DIW.01,5479.65
W0531.B3.DIW.01,2237.37
W0532.B3.DIW.01,3470.45
W0534.B3.DIW.02,7915.05
W0534.B3.DIW.03,9800.64
W0534.B3.DIW.04,15035.52
W0534.B3.DIW.05,23774.06
W0535.B3.DIW.02,6332.04
W0535.B3.DIW.03,8344.32
W0535.B3.DIW.04,12969.12
W0535.B3.DIW.05,22058.21
W0537.B3.DIW.01,1328.40
W0539.B3.DIW.01,6758.23
W0539.B3.DIW.02,8915.04
W0539.B3.DIW.03,13677.60
W0539.B3.DIW.04,22649.22
W0540.B3.DIW.02,6494.40
W0540.B3.DIW.03,8482.08
W0540.B3.DIW.04,13480.80
W0540.B3.DIW.05,22401.38
W0541.B3.DIW.01,6798.82
W0541.B3.DIW.02,8875.68
W0541.B3.DIW.03,13480.80
W0541.B3.DIW.04,22458.57
W0542.B3.DIW.01,6717.64
W0542.B3.DIW.02,9033.12
W0542.B3.DIW.03,13559.52
W0542.B3.DIW.04,22668.28
W0543.B3.DIW.01,6332.04
W0543.B3.DIW.02,8423.04
W0543.B3.DIW.03,13343.04
W0543.B3.DIW.04,22191.66
W0544.B3.DIW.01,7448.27
W0544.B3.DIW.02,9485.76
W0544.B3.DIW.03,14149.92
W0544.B3.DIW.04,23011.46
W0545.B3.DIW.01,8077.41
W0545.B3.DIW.02,10036.80
