product_id,sku,price
2881,W0137.B3.DIW.01,1872.67
2886,W0155.B3.DIW.01,2885.58
2887,W0155.B3.DIW.02,3673.39
2888,W0155.B3.DIW.05,4444.60
2889,W0155.B3.DIW.06,8718.24
2890,W0156.B3.DIW.02,1958.77
2891,W0156.B3.DIW.03,3199.23
2892,W0157.B3.DIW.01,2781.03
2893,W0158.B3.DIW.01,1743.52
2894,W0159.B3.DIW.01,2258.28
2895,W0160.B3.DIW.01,2216.46
2899,W0163.B3.DIW.01,2132.82
2901,W0163.B3.DIW.03,4606.96
2902,W0171.B3.DIW.01,2153.73
2903,W0173.B3.DIW.01,2676.48
2904,W0175.B3.DIW.01,1614.38
2906,W0177.B3.DIW.01,2906.49
2907,W0178.B3.DIW.01,1958.77
2908,W0178.B3.DIW.02,2132.82
2909,W0179.B3.DIW.01,1463.70
2910,W0180.B3.DIW.01,2404.65
2911,W0181.B3.DIW.01,1872.67
2913,W0184.B3.DIW.01,2948.31
2915,W0187.B3.DIW.01,1678.95
2916,W0188.B3.DIW.01,1765.05
2917,W0189.B3.DIW.01,1743.52
2918,W0190.B3.DIW.01,1678.95
2919,W0190.B3.DIW.03,2044.88
2920,W0190.B3.DIW.04,2237.37
2921,W0191.B3.DIW.01,1678.95
2922,W0191.B3.DIW.03,2237.37
2923,W0192.B3.DIW.01,2044.88
2927,W0196.B3.DIW.01,1528.27
2928,W0197.B3.DIW.01,4180.77
2929,W0198.B3.DIW.01,4951.98
2930,W0199.B3.DIW.01,4485.19
2931,W0200.B3.DIW.01,3876.35
2932,W0201.B3.DIW.01,3366.51
2933,W0202.B3.DIW.01,3856.05
2937,W0207.B3.DIW.01,2446.47
2938,W0207.B3.DIW.02,2676.48
2939,W0208.B3.DIW.01,2341.92
2940,W0208.B3.DIW.02,2592.84
2941,W0209.B3.DIW.01,1722.00
2942,W0209.B3.DIW.02,1980.30
2943,W0210.B3.DIW.01,2087.92
2944,W0210.B3.DIW.02,2279.19
2945,W0211.B3.DIW.01,1722.00
2946,W0211.B3.DIW.02,1980.30
2947,W0214.B3.DIW.01,2906.49
2948,W0215.B3.DIW.01,3592.21
2949,W0220.B3.DIW.02,1980.30
2950,W0220.B3.DIW.03,2781.03
2951,W0220.B3.DIW.04,3241.05
2952,W0220.B3.DIW.06,4606.96
2953,W0220.B3.DIW.07,4769.32
2954,W0220.B3.DIW.09,7204.72
2955,W0220.B3.DIW.11,14307.36
2956,W0220.B3.DIW.12,23430.88
2957,W0221.B3.DIW.01,1829.63
2958,W0221.B3.DIW.02,2001.83
2959,W0221.B3.DIW.04,3754.57
2960,W0221.B3.DIW.06,4343.13
2961,W0221.B3.DIW.07,4525.78
2962,W0222.B3.DIW.01,1872.67
2963,W0222.B3.DIW.02,2258.28
2964,W0222.B3.DIW.03,2509.20
2965,W0222.B3.DIW.07,3673.39
2966,W0222.B3.DIW.08,4282.24
2967,W0222.B3.DIW.09,4261.95
2968,W0222.B3.DIW.10,4444.60
2969,W0222.B3.DIW.14,2216.46
2970,W0222.B3.DIW.12,1700.47
2972,W0223.B3.DIW.01,1722.00
2973,W0223.B3.DIW.02,1980.30
2974,W0223.B3.DIW.03,4444.60
2975,W0223.B3.DIW.04,4606.96
2976,W0224.B3.DIW.01,1722.00
2977,W0224.B3.DIW.02,1980.30
2978,W0224.B3.DIW.03,4261.95
2979,W0224.B3.DIW.04,4282.24
2980,W0225.B3.DIW.01,1958.77
2981,W0225.B3.DIW.02,2132.82
2982,W0225.B3.DIW.04,4343.13
2983,W0225.B3.DIW.05,4363.43
2988,W0228.B3.DIW.02,2676.48
2990,W0228.B3.DIW.04,4444.60
2991,W0228.B3.DIW.05,4606.96
2992,W0228.B3.DIW.06,6413.22
2993,W0229.B3.DIW.02,2321.01
2995,W0229.B3.DIW.06,4343.13
2996,W0229.B3.DIW.07,4525.78
2997,W0230.B3.DIW.01,1915.73
2998,W0230.B3.DIW.02,2049.18
2999,W0231.B3.DIW.01,1915.73
3000,W0231.B3.DIW.02,2049.18
3001,W0231.B3.DIW.04,4261.95
3002,W0231.B3.DIW.05,4444.60
3006,W0234.B3.DIW.03,4343.13
3007,W0234.B3.DIW.04,4525.78
3008,W0234.B3.DIW.06,23812.18
3009,W0235.B3.DIW.01,2087.92
3010,W0237.B3.DIW.01,1765.05
3011,W0238.B3.DIW.01,2760.12
3012,W0239.B3.DIW.01,3241.05
3013,W0240.B3.DIW.01,3345.60
3014,W0241.B3.DIW.03,3345.60
3015,W0242.B3.DIW.02,3241.05
3016,W0243.B3.DIW.01,3073.77
3019,W0246.B3.DIW.01,2530.11
3021,W0248.B3.DIW.01,2509.20
3022,W0249.B3.DIW.01,2404.65
3028,W0256.B3.DIW.01,3199.23
3030,W0258.B3.DIW.01,3324.69
3034,W0262.B3.DIW.02,3308.08
3036,W0267.B3.DIW.02,5337.59
3038,W0269.B3.DIW.01,2341.92
3039,W0271.B3.DIW.01,4546.08
3040,W0272.B3.DIW.01,3348.67
3041,W0273.B3.DIW.01,2551.02
3043,W0276.B3.DIW.01,2111.91
3045,W0278.B3.DIW.01,3052.86
3047,W0285.B3.DIW.01,1635.90
3048,W0286.B3.DIW.01,2001.83
3050,W0288.B3.DIW.01,2341.92
3051,W0288.B3.DIW.02,4140.18
3053,W0291.B3.DIW.01,4282.24
3054,W0292.B3.DIW.02,3490.74
3055,W0293.B3.DIW.01,3998.11
3056,W0294.B3.DIW.01,3052.86
3057,W0294.B3.DIW.02,3368.97
3058,W0294.B3.DIW.03,3916.93
3059,W0295.B3.DIW.01,2885.58
3063,W0299.B3.DIW.01,2697.39
3066,W0302.B3.DIW.01,3511.03
3067,W0305.B3.DIW.01,2153.73
3068,W0306.B3.DIW.01,1722.00
3069,W0311.B3.DIW.01,2153.73
3070,W0314.B3.DIW.01,2383.74
3071,W0317.B3.DIW.01,3571.92
3072,W0318.B3.DIW.02,2509.20
3076,W0320.B3.DIW.02,2300.10
3077,W0320.B3.DIW.03,2425.56
3078,W0320.B3.DIW.07,4485.19
3079,W0322.B3.DIW.01,1937.25
3084,W0329.B3.DIW.01,2676.48
3085,W0331.B3.DIW.01,2237.37
3086,W0332.B3.DIW.01,1894.20
3089,W0335.B3.DIW.01,2509.20
3094,W0340.B3.DIW.02,2530.11
3095,W0340.B3.DIW.06,4282.24
3096,W0341.B3.DIW.01,4505.49
3098,W0343.B3.DIW.01,3136.50
3099,W0344.B3.DIW.01,6230.56
3100,W0345.B3.DIW.01,5743.48
3101,W0346.B3.DIW.01,2237.37
3102,W0346.B3.DIW.02,4302.54
3103,W0347.B3.DIW.01,4444.60
3104,W0349.B3.DIW.01,3052.86
3106,W0352.B3.DIW.01,5073.75
3107,W0353.B3.DIW.01,3052.86
3108,W0355.B3.DIW.01,5154.93
3109,W0356.B3.DIW.01,6129.09
3111,W0360.B3.DIW.01,2718.30
3112,W0361.B3.DIW.01,2634.66
3113,W0362.B3.DIW.01,3571.92
3115,W0364.B3.DIW.01,4931.68
3116,W0365.B3.DIW.01,2781.03
3120,W0367.B3.DIW.01,2592.84
3122,W0369.B3.DIW.01,3052.86
3130,W0377.B3.DIW.01,4343.13
3134,W0381.B3.DIW.01,3303.78
3135,W0382.B3.DIW.01,3115.59
3140,W0387.B3.DIW.01,3693.69
3151,W0399.B3.DIW.01,3011.04
3152,W0401.B3.DIW.01,2001.83
3153,W0402.B3.DIW.01,2885.58
3154,W0404.B3.DIW.01,8757.60
3156,W0406.B3.DIW.01,3571.92
3157,W0407.B3.DIW.01,2153.73
3159,W0408.B3.DIW.02,4606.96
3161,W0410.B3.DIW.01,2760.12
3163,W0411.B3.DIW.01,2571.93
3164,W0412.B3.DIW.01,3178.32
3165,W0413.B3.DIW.01,3178.32
3166,W0414.B3.DIW.01,2781.03
3167,W0415.B3.DIW.01,2383.74
3168,W0416.B3.DIW.01,4079.30
3169,W0417.B3.DIW.01,2132.82
3170,W0418.B3.DIW.01,2822.85
3171,W0419.B3.DIW.01,2174.64
3173,W0421.B3.DIW.01,2195.55
3174,W0423.B3.DIW.01,8757.60
3176,W0425.B3.DIW.01,2023.35
3177,W0426.B3.DIW.01,2066.40
3178,W0427.B3.DIW.01,2001.83
